playerID,awardID,yearID,lgID,tie,notes
martiru01,Gold Glove,2007,NL,,C
beltrca01,Gold Glove,2007,NL,,OF
francje02,Gold Glove,2007,NL,,OF
jonesan01,Gold Glove,2007,NL,,OF
rowanaa01,Gold Glove,2007,NL,,OF
maddugr01,Gold Glove,2007,NL,,P
rolliji01,Gold Glove,2007,NL,,SS
rodrial01,Hank Aaron Award,2007,AL,,
fieldpr01,Hank Aaron Award,2007,NL,,
sweenmi01,Hutch Award,2007,ML,,
timlimi01,Lou Gehrig Memorial Award,2007,ML,,
rodrial01,Most Valuable Player,2007,AL,,
rolliji01,Most Valuable Player,2007,NL,,
hollima01,NLCS MVP,2007,NL,,
peavyja01,Pitching Triple Crown,2007,NL,,
biggicr01,Roberto Clemente Award,2007,ML,,
putzjj01,Rolaids Relief Man Award,2007,AL,,
valvejo01,Rolaids Relief Man Award,2007,NL,,
pedrodu01,Rookie of the Year,2007,AL,,
braunry02,Rookie of the Year,2007,NL,,
penaca01,Silver Slugger,2007,AL,,1B
polanpl01,Silver Slugger,2007,AL,,2B
rodrial01,Silver Slugger,2007,AL,,3B
posadjo01,Silver Slugger,2007,AL,,C
ortizda01,Silver Slugger,2007,AL,,DH
guerrvl01,Silver Slugger,2007,AL,,OF
ordonma01,Silver Slugger,2007,AL,,OF
suzukic01,Silver Slugger,2007,AL,,OF
jeterde01,Silver Slugger,2007,AL,,SS
fieldpr01,Silver Slugger,2007,NL,,1B
utleych01,Silver Slugger,2007,NL,,2B
wrighda03,Silver Slugger,2007,NL,,3B
martiru01,Silver Slugger,2007,NL,,C
beltrca01,Silver Slugger,2007,NL,,OF
hollima01,Silver Slugger,2007,NL,,OF
leeca01,Silver Slugger,2007,NL,,OF
owingmi01,Silver Slugger,2007,NL,,P
rolliji01,Silver Slugger,2007,NL,,SS
penaca01,TSN All-Star,2007,AL,,1B
polanpl01,TSN All-Star,2007,AL,,2B
rodrial01,TSN All-Star,2007,AL,,3B
posadjo01,TSN All-Star,2007,AL,,C
ortizda01,TSN All-Star,2007,AL,,DH
guerrvl01,TSN All-Star,2007,AL,,OF
ordonma01,TSN All-Star,2007,AL,,OF
suzukic01,TSN All-Star,2007,AL,,OF
borowjo01,TSN All-Star,2007,AL,,RP
sabatcc01,TSN All-Star,2007,AL,,SP
jeterde01,TSN All-Star,2007,AL,,SS
fieldpr01,TSN All-Star,2007,NL,,1B
utleych01,TSN All-Star,2007,NL,,2B
wrighda03,TSN All-Star,2007,NL,,3B
martiru01,TSN All-Star,2007,NL,,C
hollima01,TSN All-Star,2007,NL,,OF
leeca01,TSN All-Star,2007,NL,,OF
rowanaa01,TSN All-Star,2007,NL,,OF
valvejo01,TSN All-Star,2007,NL,,RP
peavyja01,TSN All-Star,2007,NL,,SP
ramirha01,TSN All-Star,2007,NL,,SS
rodrial01,TSN Major League Player of the Year,2007,ML,,
sabatcc01,TSN Pitcher of the Year,2007,AL,,
peavyja01,TSN Pitcher of the Year,2007,NL,,
borowjo01,TSN Reliever of the Year,2007,AL,,
valvejo01,TSN Reliever of the Year,2007,NL,,
lowelmi01,World Series MVP,2007,ML,,
garzama01,ALCS MVP,2008,AL,,
drewjd01,All-Star Game MVP,2008,ML,,
hamelco01,Babe Ruth Award,2008,NL,,P
hoffmtr01,Branch Rickey Award,2008,ML,,
leecl02,Comeback Player of the Year,2008,AL,,
lidgebr01,Comeback Player of the Year,2008,NL,,
leecl02,Cy Young Award,2008,AL,,
linceti01,Cy Young Award,2008,NL,,
penaca01,Gold Glove,2008,AL,,1B
pedrodu01,Gold Glove,2008,AL,,2B
beltrad01,Gold Glove,2008,AL,,3B
mauerjo01,Gold Glove,2008,AL,,C
hunteto01,Gold Glove,2008,AL,,OF
sizemgr01,Gold Glove,2008,AL,,OF
suzukic01,Gold Glove,2008,AL,,OF
mussimi01,Gold Glove,2008,AL,,P
youngmi02,Gold Glove,2008,AL,,SS
gonzaad01,Gold Glove,2008,NL,,1B
phillbr01,Gold Glove,2008,NL,,2B
wrighda03,Gold Glove,2008,NL,,3B
molinya01,Gold Glove,2008,NL,,C
beltrca01,Gold Glove,2008,NL,,OF
mclouna01,Gold Glove,2008,NL,,OF
victosh01,Gold Glove,2008,NL,,OF
maddugr01,Gold Glove,2008,NL,,P
rolliji01,Gold Glove,2008,NL,,SS
youklke01,Hank Aaron Award,2008,AL,,
ramirar01,Hank Aaron Award,2008,NL,,
lestejo01,Hutch Award,2008,ML,,
victosh01,Lou Gehrig Memorial Award,2008,ML,,
pedrodu01,Most Valuable Player,2008,AL,,
pujolal01,Most Valuable Player,2008,NL,,
hamelco01,NLCS MVP,2008,NL,,
pujolal01,Roberto Clemente Award,2008,NL,,
rodrifr03,Rolaids Relief Man Award,2008,AL,,
lidgebr01,Rolaids Relief Man Award,2008,NL,,
longoev01,Rookie of the Year,2008,AL,,
sotoge01,Rookie of the Year,2008,NL,,
morneju01,Silver Slugger,2008,AL,,1B
pedrodu01,Silver Slugger,2008,AL,,2B
rodrial01,Silver Slugger,2008,AL,,3B
mauerjo01,Silver Slugger,2008,AL,,C
huffau01,Silver Slugger,2008,AL,,DH
hamiljo03,Silver Slugger,2008,AL,,OF
quentca01,Silver Slugger,2008,AL,,OF
sizemgr01,Silver Slugger,2008,AL,,OF
jeterde01,Silver Slugger,2008,AL,,SS
pujolal01,Silver Slugger,2008,NL,,1B
utleych01,Silver Slugger,2008,NL,,2B
wrighda03,Silver Slugger,2008,NL,,3B
mccanbr01,Silver Slugger,2008,NL,,C
braunry02,Silver Slugger,2008,NL,,OF
hollima01,Silver Slugger,2008,NL,,OF
ludwiry01,Silver Slugger,2008,NL,,OF
zambrca01,Silver Slugger,2008,NL,,P
ramirha01,Silver Slugger,2008,NL,,SS
pujolal01,TSN Major League Player of the Year,2008,ML,,
leecl02,TSN Pitcher of the Year,2008,AL,,
linceti01,TSN Pitcher of the Year,2008,NL,,
rodrifr03,TSN Reliever of the Year,2008,AL,,
lidgebr01,TSN Reliever of the Year,2008,NL,,
hamelco01,World Series MVP,2008,ML,,
sabatcc01,ALCS MVP,2009,AL,,
crawfca02,All-Star Game MVP,2009,ML,,
rodrial01,Babe Ruth Award,2009,AL,,3B
hunteto01,Branch Rickey Award,2009,ML,,
hillaa01,Comeback Player of the Year,2009,AL,,
carpech02,Comeback Player of the Year,2009,NL,,
greinza01,Cy Young Award,2009,AL,,
linceti01,Cy Young Award,2009,NL,,
teixema01,Gold Glove,2009,AL,,1B
polanpl01,Gold Glove,2009,AL,,2B
longoev01,Gold Glove,2009,AL,,3B
mauerjo01,Gold Glove,2009,AL,,C
hunteto01,Gold Glove,2009,AL,,OF
jonesad01,Gold Glove,2009,AL,,OF
suzukic01,Gold Glove,2009,AL,,OF
buehrma01,Gold Glove,2009,AL,,P
jeterde01,Gold Glove,2009,AL,,SS
gonzaad01,Gold Glove,2009,NL,,1B
hudsoor01,Gold Glove,2009,NL,,2B
zimmery01,Gold Glove,2009,NL,,3B
molinya01,Gold Glove,2009,NL,,C
bournmi01,Gold Glove,2009,NL,,OF
kempma01,Gold Glove,2009,NL,,OF
victosh01,Gold Glove,2009,NL,,OF
wainwad01,Gold Glove,2009,NL,,P
rolliji01,Gold Glove,2009,NL,,SS
jeterde01,Hank Aaron Award,2009,AL,,
pujolal01,Hank Aaron Award,2009,NL,,
teahema01,Hutch Award,2009,ML,,
pujolal01,Lou Gehrig Memorial Award,2009,ML,,
mauerjo01,Most Valuable Player,2009,AL,,
pujolal01,Most Valuable Player,2009,NL,,
howarry01,NLCS MVP,2009,NL,,
jeterde01,Roberto Clemente Award,2009,ML,,
riverma01,Rolaids Relief Man Award,2009,AL,,
bellhe01,Rolaids Relief Man Award,2009,NL,,
bailean01,Rookie of the Year,2009,AL,,
coghlch01,Rookie of the Year,2009,NL,,
teixema01,Silver Slugger,2009,AL,,1B
hillaa01,Silver Slugger,2009,AL,,2B
longoev01,Silver Slugger,2009,AL,,3B
mauerjo01,Silver Slugger,2009,AL,,C
lindad01,Silver Slugger,2009,AL,,DH
bayja01,Silver Slugger,2009,AL,,OF
hunteto01,Silver Slugger,2009,AL,,OF
suzukic01,Silver Slugger,2009,AL,,OF
jeterde01,Silver Slugger,2009,AL,,SS
pujolal01,Silver Slugger,2009,NL,,1B
utleych01,Silver Slugger,2009,NL,,2B
zimmery01,Silver Slugger,2009,NL,,3B
mccanbr01,Silver Slugger,2009,NL,,C
braunry02,Silver Slugger,2009,NL,,OF
ethiean01,Silver Slugger,2009,NL,,OF
kempma01,Silver Slugger,2009,NL,,OF
zambrca01,Silver Slugger,2009,NL,,P
ramirha01,Silver Slugger,2009,NL,,SS
pujolal01,TSN Major League Player of the Year,2009,ML,,
greinza01,TSN Pitcher of the Year,2009,AL,,
linceti01,TSN Pitcher of the Year,2009,NL,,
riverma01,TSN Reliever of the Year,2009,AL,,
frankry01,TSN Reliever of the Year,2009,NL,,
matsuhi01,World Series MVP,2009,ML,,
hamiljo03,ALCS MVP,2010,AL,,
mccanbr01,All-Star Game MVP,2010,NL,,
linceti01,Babe Ruth Award,2010,NL,,P
wellsve01,Branch Rickey Award,2010,ML,,
liriafr01,Comeback Player of the Year,2010,AL,,
hudsoti01,Comeback Player of the Year,2010,NL,,
hernafe02,Cy Young Award,2010,AL,,
hallaro01,Cy Young Award,2010,NL,,
teixema01,Gold Glove,2010,AL,,1B
canoro01,Gold Glove,2010,AL,,2B
longoev01,Gold Glove,2010,AL,,3B
mauerjo01,Gold Glove,2010,AL,,C
crawfca02,Gold Glove,2010,AL,,OF
gutiefr01,Gold Glove,2010,AL,,OF
suzukic01,Gold Glove,2010,AL,,OF
buehrma01,Gold Glove,2010,AL,,P
jeterde01,Gold Glove,2010,AL,,SS
pujolal01,Gold Glove,2010,NL,,1B
phillbr01,Gold Glove,2010,NL,,2B
rolensc01,Gold Glove,2010,NL,,3B
molinya01,Gold Glove,2010,NL,,C
bournmi01,Gold Glove,2010,NL,,OF
gonzaca01,Gold Glove,2010,NL,,OF
victosh01,Gold Glove,2010,NL,,OF
arroybr01,Gold Glove,2010,NL,,P
tulowtr01,Gold Glove,2010,NL,,SS
bautijo02,Hank Aaron Award,2010,AL,,
vottojo01,Hank Aaron Award,2010,NL,,
hudsoti01,Hutch Award,2010,ML,,
jeterde01,Lou Gehrig Memorial Award,2010,ML,,
hamiljo03,Most Valuable Player,2010,AL,,
vottojo01,Most Valuable Player,2010,NL,,
rossco01,NLCS MVP,2010,NL,,
wakefti01,Roberto Clemente Award,2010,ML,,
soriara01,Rolaids Relief Man Award,2010,AL,,
bellhe01,Rolaids Relief Man Award,2010,NL,,
felizne01,Rookie of the Year,2010,AL,,
poseybu01,Rookie of the Year,2010,NL,,
cabremi01,Silver Slugger,2010,AL,,1B
canoro01,Silver Slugger,2010,AL,,2B
beltrad01,Silver Slugger,2010,AL,,3B
mauerjo01,Silver Slugger,2010,AL,,C
guerrvl01,Silver Slugger,2010,AL,,DH
bautijo02,Silver Slugger,2010,AL,,OF
crawfca02,Silver Slugger,2010,AL,,OF
hamiljo03,Silver Slugger,2010,AL,,OF
ramiral03,Silver Slugger,2010,AL,,SS
pujolal01,Silver Slugger,2010,NL,,1B
ugglada01,Silver Slugger,2010,NL,,2B
zimmery01,Silver Slugger,2010,NL,,3B
mccanbr01,Silver Slugger,2010,NL,,C
braunry02,Silver Slugger,2010,NL,,OF
gonzaca01,Silver Slugger,2010,NL,,OF
hollima01,Silver Slugger,2010,NL,,OF
gallayo01,Silver Slugger,2010,NL,,P
tulowtr01,Silver Slugger,2010,NL,,SS
hamiljo03,TSN Major League Player of the Year,2010,ML,,
hernafe02,TSN Pitcher of the Year,2010,AL,,
hallaro01,TSN Pitcher of the Year,2010,NL,,
soriara01,TSN Reliever of the Year,2010,AL,,
bellhe01,TSN Reliever of the Year,2010,NL,,
renteed01,World Series MVP,2010,ML,,
cruzne02,ALCS MVP,2011,AL,,
fieldpr01,All-Star Game MVP,2011,NL,,
freesda01,Babe Ruth Award,2011,NL,,P
victosh01,Branch Rickey Award,2011,ML,,
ellsbja01,Comeback Player of the Year,2011,AL,,
berkmla01,Comeback Player of the Year,2011,NL,,
verlaju01,Cy Young Award,2011,AL,,
kershcl01,Cy Young Award,2011,NL,,
gonzaad01,Gold Glove,2011,AL,,1B
pedrodu01,Gold Glove,2011,AL,,2B
beltrad01,Gold Glove,2011,AL,,3B
wietema01,Gold Glove,2011,AL,,C
ellsbja01,Gold Glove,2011,AL,,CF
gordoal01,Gold Glove,2011,AL,,LF
buehrma01,Gold Glove,2011,AL,,P
markani01,Gold Glove,2011,AL,,RF
aybarer01,Gold Glove,2011,AL,,SS
vottojo01,Gold Glove,2011,NL,,1B
phillbr01,Gold Glove,2011,NL,,2B
polanpl01,Gold Glove,2011,NL,,3B
molinya01,Gold Glove,2011,NL,,C
kempma01,Gold Glove,2011,NL,,CF
parrage01,Gold Glove,2011,NL,,LF
kershcl01,Gold Glove,2011,NL,,P
ethiean01,Gold Glove,2011,NL,,RF
tulowtr01,Gold Glove,2011,NL,,SS
bautijo02,Hank Aaron Award,2011,AL,,
kempma01,Hank Aaron Award,2011,NL,,
butlebi03,Hutch Award,2011,ML,,
zimmery01,Lou Gehrig Memorial Award,2011,ML,,
verlaju01,Most Valuable Player,2011,AL,,
braunry02,Most Valuable Player,2011,NL,,
freesda01,NLCS MVP,2011,NL,,
verlaju01,Pitching Triple Crown,2011,AL,,
kershcl01,Pitching Triple Crown,2011,NL,,
ortizda01,Roberto Clemente Award,2011,ML,,
valvejo01,Rolaids Relief Man Award,2011,AL,,
axforjo01,Rolaids Relief Man Award,2011,NL,,
hellije01,Rookie of the Year,2011,AL,,
kimbrcr01,Rookie of the Year,2011,NL,,
gonzaad01,Silver Slugger,2011,AL,,1B
canoro01,Silver Slugger,2011,AL,,2B
beltrad01,Silver Slugger,2011,AL,,3B
avilaal01,Silver Slugger,2011,AL,,C
ortizda01,Silver Slugger,2011,AL,,DH
bautijo02,Silver Slugger,2011,AL,,OF
ellsbja01,Silver Slugger,2011,AL,,OF
grandcu01,Silver Slugger,2011,AL,,OF
cabreas01,Silver Slugger,2011,AL,,SS
fieldpr01,Silver Slugger,2011,NL,,1B
phillbr01,Silver Slugger,2011,NL,,2B
ramirar01,Silver Slugger,2011,NL,,3B
mccanbr01,Silver Slugger,2011,NL,,C
braunry02,Silver Slugger,2011,NL,,OF
kempma01,Silver Slugger,2011,NL,,OF
uptonju01,Silver Slugger,2011,NL,,OF
hudsoda01,Silver Slugger,2011,NL,,P
tulowtr01,Silver Slugger,2011,NL,,SS
verlaju01,TSN Major League Player of the Year,2011,ML,,
verlaju01,TSN Pitcher of the Year,2011,AL,,
kershcl01,TSN Pitcher of the Year,2011,NL,,
freesda01,World Series MVP,2011,ML,,
youngde03,ALCS MVP,2012,AL,,
cabreme01,All-Star Game MVP,2012,NL,,
sandopa01,Babe Ruth Award,2012,NL,,P
dickera01,Branch Rickey Award,2012,ML,,
rodnefe01,Comeback Player of the Year,2012,AL,,
poseybu01,Comeback Player of the Year,2012,NL,,
priceda01,Cy Young Award,2012,AL,,
dickera01,Cy Young Award,2012,NL,,
teixema01,Gold Glove,2012,AL,,1B
canoro01,Gold Glove,2012,AL,,2B
beltrad01,Gold Glove,2012,AL,,3B
wietema01,Gold Glove,2012,AL,,C
jonesad01,Gold Glove,2012,AL,,CF
gordoal01,Gold Glove,2012,AL,,LF
hellije01,Gold Glove,2012,AL,,P
reddijo01,Gold Glove,2012,AL,,RF
hardyjj01,Gold Glove,2012,AL,,SS
larocad01,Gold Glove,2012,NL,,1B
barneda01,Gold Glove,2012,NL,,2B
headlch01,Gold Glove,2012,NL,,3B
molinya01,Gold Glove,2012,NL,,C
mccutan01,Gold Glove,2012,NL,,CF
gonzaca01,Gold Glove,2012,NL,,LF
buehrma01,Gold Glove,2012,NL,,P
heywaja01,Gold Glove,2012,NL,,RF
rolliji01,Gold Glove,2012,NL,,SS
cabremi01,Hank Aaron Award,2012,AL,,
poseybu01,Hank Aaron Award,2012,NL,,
zitoba01,Hutch Award,2012,ML,,
cabremi01,Most Valuable Player,2012,AL,,
poseybu01,Most Valuable Player,2012,NL,,
scutama01,NLCS MVP,2012,NL,,
kershcl01,Roberto Clemente Award,2012,ML,,
johnsji04,Rolaids Relief Man Award,2012,AL,,
kimbrcr01,Rolaids Relief Man Award,2012,NL,,
troutmi01,Rookie of the Year,2012,AL,,
harpebr03,Rookie of the Year,2012,NL,,
fieldpr01,Silver Slugger,2012,AL,,1B
canoro01,Silver Slugger,2012,AL,,2B
cabremi01,Silver Slugger,2012,AL,,3B
pierzaj01,Silver Slugger,2012,AL,,C
butlebi03,Silver Slugger,2012,AL,,DH
hamiljo03,Silver Slugger,2012,AL,,OF
troutmi01,Silver Slugger,2012,AL,,OF
willijo03,Silver Slugger,2012,AL,,OF
jeterde01,Silver Slugger,2012,AL,,SS
larocad01,Silver Slugger,2012,NL,,1B
hillaa01,Silver Slugger,2012,NL,,2B
headlch01,Silver Slugger,2012,NL,,3B
poseybu01,Silver Slugger,2012,NL,,C
braunry01,Silver Slugger,2012,NL,,OF
bruceja01,Silver Slugger,2012,NL,,OF
mccutan01,Silver Slugger,2012,NL,,OF
strasst01,Silver Slugger,2012,NL,,P
desmoia01,Silver Slugger,2012,NL,,SS
cabremi01,Triple Crown,2012,AL,,
cabremi01,TSN Major League Player of the Year,2012,ML,,
priceda01,TSN Pitcher of the Year,2012,AL,Y,
verlaju01,TSN Pitcher of the Year,2012,AL,Y,
dickera01,TSN Pitcher of the Year,2012,NL,,
sandopa01,World Series MVP,2012,ML,,
ueharko01,ALCS MVP,2013,AL,,
riverma01,All-Star Game MVP,2013,NL,,
kershcl01,Branch Rickey Award,2013,ML,,
riverma01,Comeback Player of the Year,2013,AL,,
liriafr01,Comeback Player of the Year,2013,NL,,
scherma01,Cy Young Award,2013,AL,,
kershcl01,Cy Young Award,2013,NL,,
hosmeer01,Gold Glove,2013,AL,,1B
pedrodu01,Gold Glove,2013,AL,,2B
machama01,Gold Glove,2013,AL,,3B
perezsa02,Gold Glove,2013,AL,,C
jonesad01,Gold Glove,2013,AL,,CF
gordoal01,Gold Glove,2013,AL,,LF
dickera01,Gold Glove,2013,AL,,P
victosh01,Gold Glove,2013,AL,,RF
hardyjj01,Gold Glove,2013,AL,,SS
goldspa01,Gold Glove,2013,NL,,1B
phillbr01,Gold Glove,2013,NL,,2B
arenano01,Gold Glove,2013,NL,,3B
molinya01,Gold Glove,2013,NL,,C
gomezca01,Gold Glove,2013,NL,,CF
gonzaca01,Gold Glove,2013,NL,,LF
wainwad01,Gold Glove,2013,NL,,P
parrage01,Gold Glove,2013,NL,,RF
simmoan01,Gold Glove,2013,NL,,SS
cabremi01,Hank Aaron Award,2013,AL,,
goldspa01,Hank Aaron Award,2013,NL,,
cabremi01,Most Valuable Player,2013,AL,,
mccutan01,Most Valuable Player,2013,NL,,
wachami01,NLCS MVP,2013,NL,,
beltrca01,Roberto Clemente Award,2013,ML,,
myerswi01,Rookie of the Year,2013,AL,,
fernajo02,Rookie of the Year,2013,NL,,
davisch02,Silver Slugger,2013,AL,,1B
canoro01,Silver Slugger,2013,AL,,2B
cabremi01,Silver Slugger,2013,AL,,3B
mauerjo01,Silver Slugger,2013,AL,,C
ortizda01,Silver Slugger,2013,AL,,DH
hunteto01,Silver Slugger,2013,AL,,OF
jonesad01,Silver Slugger,2013,AL,,OF
troutmi01,Silver Slugger,2013,AL,,OF
hardyjj01,Silver Slugger,2013,AL,,SS
goldspa01,Silver Slugger,2013,NL,,1B
carpema01,Silver Slugger,2013,NL,,2B
alvarpe01,Silver Slugger,2013,NL,,3B
molinya01,Silver Slugger,2013,NL,,C
bruceja01,Silver Slugger,2013,NL,,OF
cuddymi01,Silver Slugger,2013,NL,,OF
mccutan01,Silver Slugger,2013,NL,,OF
greinza01,Silver Slugger,2013,NL,,P
desmoia01,Silver Slugger,2013,NL,,SS
cabremi01,TSN Major League Player of the Year,2013,ML,,
ortizda01,World Series MVP,2013,ML,,
cainlo01,ALCS MVP,2014,AL,,
troutmi01,All-Star Game MVP,2014,AL,,
rizzoan01,Branch Rickey Award,2014,ML,,
youngch03,Comeback Player of the Year,2014,AL,,
mcgehca01,Comeback Player of the Year,2014,NL,,
klubeco01,Cy Young Award,2014,AL,,
kershcl01,Cy Young Award,2014,NL,,
hosmeer01,Gold Glove,2014,AL,,1B
pedrodu01,Gold Glove,2014,AL,,2B
seageky01,Gold Glove,2014,AL,,3B
perezsa02,Gold Glove,2014,AL,,C
markani01,Gold Glove,2014,AL,,CF
gordoal01,Gold Glove,2014,AL,,LF
keuchda01,Gold Glove,2014,AL,,P
jonesad01,Gold Glove,2014,AL,,RF
hardyjj01,Gold Glove,2014,AL,,SS
gonzaad01,Gold Glove,2014,NL,,1B
lemahdj01,Gold Glove,2014,NL,,2B
arenano01,Gold Glove,2014,NL,,3B
molinya01,Gold Glove,2014,NL,,C
lagarju01,Gold Glove,2014,NL,,CF
yelicch01,Gold Glove,2014,NL,,LF
greinza01,Gold Glove,2014,NL,,P
heywaja01,Gold Glove,2014,NL,,RF
simmoan01,Gold Glove,2014,NL,,SS
troutmi01,Hank Aaron Award,2014,AL,,
stantmi03,Hank Aaron Award,2014,NL,,
troutmi01,Most Valuable Player,2014,AL,,
kershcl01,Most Valuable Player,2014,NL,,
bumgama01,NLCS MVP,2014,NL,,
konerpa01,Roberto Clemente Award,2014,AL,,
rolliji01,Roberto Clemente Award,2014,NL,,
abreujo02,Rookie of the Year,2014,AL,,
degroja01,Rookie of the Year,2014,NL,,
abreujo02,Silver Slugger,2014,AL,,1B
altuvjo01,Silver Slugger,2014,AL,,2B
beltrad01,Silver Slugger,2014,AL,,3B
gomesya01,Silver Slugger,2014,AL,,C
martivi01,Silver Slugger,2014,AL,,DH
troutmi01,Silver Slugger,2014,AL,,OF
brantmi02,Silver Slugger,2014,AL,,OF
bautijo02,Silver Slugger,2014,AL,,OF
ramiral03,Silver Slugger,2014,AL,,SS
gonzaad01,Silver Slugger,2014,NL,,1B
walkene01,Silver Slugger,2014,NL,,2B
rendoan01,Silver Slugger,2014,NL,,3B
poseybu01,Silver Slugger,2014,NL,,C
uptonju01,Silver Slugger,2014,NL,,OF
stantmi03,Silver Slugger,2014,NL,,OF
mccutan01,Silver Slugger,2014,NL,,OF
bumgama01,Silver Slugger,2014,NL,,P
desmoia01,Silver Slugger,2014,NL,,SS
kershcl01,TSN Major League Player of the Year,2014,ML,,
bumgama01,World Series MVP,2014,ML,,
escobal02,ALCS MVP,2015,AL,,
troutmi01,All-Star Game MVP,2015,AL,,
fieldpr01,Comeback Player of the Year,2015,AL,,
harvema01,Comeback Player of the Year,2015,NL,,
keuchda01,Cy Young Award,2015,AL,,
arrieja01,Cy Young Award,2015,NL,,
hosmeer01,Gold Glove,2015,AL,,1B
altuvjo01,Gold Glove,2015,AL,,2B
machama01,Gold Glove,2015,AL,,3B
perezsa02,Gold Glove,2015,AL,,C
kiermke01,Gold Glove,2015,AL,,CF
cespeyo01,Gold Glove,2015,AL,,LF
keuchda01,Gold Glove,2015,AL,,P
calhoko01,Gold Glove,2015,AL,,RF
escobal02,Gold Glove,2015,AL,,SS
goldspa01,Gold Glove,2015,NL,,1B
gordode01,Gold Glove,2015,NL,,2B
arenano01,Gold Glove,2015,NL,,3B
molinya01,Gold Glove,2015,NL,,C
polloaj01,Gold Glove,2015,NL,,CF
martest01,Gold Glove,2015,NL,,LF
greinza01,Gold Glove,2015,NL,,P
heywaja01,Gold Glove,2015,NL,,RF
crawfbr01,Gold Glove,2015,NL,,SS
donaljo02,Hank Aaron Award,2015,AL,,
harpebr03,Hank Aaron Award,2015,ML,,
donaljo02,Most Valuable Player,2015,AL,,
harpebr03,Most Valuable Player,2015,NL,,
murphda08,NLCS MVP,2015,NL,,
mccutan01,Roberto Clemente Award,2015,ML,,
correca01,Rookie of the Year,2015,AL,,
bryankr01,Rookie of the Year,2015,NL,,
cabremi01,Silver Slugger,2015,AL,,1B
altuvjo01,Silver Slugger,2015,AL,,2B
donaljo02,Silver Slugger,2015,AL,,3B
mccanbr01,Silver Slugger,2015,AL,,C
moralke01,Silver Slugger,2015,AL,,DH
troutmi01,Silver Slugger,2015,AL,,OF
martijd02,Silver Slugger,2015,AL,,OF
cruzne02,Silver Slugger,2015,AL,,OF
bogaexa01,Silver Slugger,2015,AL,,SS
goldspa01,Silver Slugger,2015,NL,,1B
gordode01,Silver Slugger,2015,NL,,2B
arenano01,Silver Slugger,2015,NL,,3B
poseybu01,Silver Slugger,2015,NL,,C
harpebr03,Silver Slugger,2015,NL,,OF
gonzaca01,Silver Slugger,2015,NL,,OF
mccutan01,Silver Slugger,2015,NL,,OF
bumgama01,Silver Slugger,2015,NL,,P
crawfbr01,Silver Slugger,2015,NL,,SS
donaljo02,TSN Major League Player of the Year,2015,ML,,
perezsa02,World Series MVP,2015,ML,,
perezsa02,Silver Slugger,2016,AL,,C
cabremi01,Silver Slugger,2016,AL,,1B
altuvjo01,Silver Slugger,2016,AL,,2B
donaljo02,Silver Slugger,2016,AL,,3B
bogaexa01,Silver Slugger,2016,AL,,SS
bettsmo01,Silver Slugger,2016,AL,,OF
troutmi01,Silver Slugger,2016,AL,,OF
trumbma01,Silver Slugger,2016,AL,,OF
ortizda01,Silver Slugger,2016,AL,,DH
ramoswi01,Silver Slugger,2016,NL,,C
rizzoan01,Silver Slugger,2016,NL,,1B
murphda08,Silver Slugger,2016,NL,,2B
arenano01,Silver Slugger,2016,NL,,3B
seageco01,Silver Slugger,2016,NL,,SS
blackch02,Silver Slugger,2016,NL,,OF
cespeyo01,Silver Slugger,2016,NL,,OF
yelicch01,Silver Slugger,2016,NL,,OF
arrieja01,Silver Slugger,2016,NL,,P
perezsa02,Gold Glove,2016,AL,,C
morelmi01,Gold Glove,2016,AL,,1B
kinslia01,Gold Glove,2016,AL,,2B
beltrad01,Gold Glove,2016,AL,,3B
lindofr01,Gold Glove,2016,AL,,SS
gardnbr01,Gold Glove,2016,AL,,OF
kiermke01,Gold Glove,2016,AL,,OF
bettsmo01,Gold Glove,2016,AL,,OF
keuchda01,Gold Glove,2016,AL,,P
poseybu01,Gold Glove,2016,NL,,C
rizzoan01,Gold Glove,2016,NL,,1B
panikjo01,Gold Glove,2016,NL,,2B
arenano01,Gold Glove,2016,NL,,3B
crawfbr01,Gold Glove,2016,NL,,SS
martest01,Gold Glove,2016,NL,,OF
inciaen01,Gold Glove,2016,NL,,OF
heywaja01,Gold Glove,2016,NL,,OF
greinza01,Gold Glove,2016,NL,,P
troutmi01,Most Valuable Player,2016,AL,,
bryankr01,Most Valuable Player,2016,NL,,
porceri01,Cy Young Award,2016,AL,,
scherma01,Cy Young Award,2016,NL,,
fulmemi01,Rookie of the Year,2016,AL,,
seageco01,Rookie of the Year,2016,NL,,Unanimous
grandcu01,Roberto Clemente Award,2016,ML,,
ortizda01,Hank Aaron Award,2016,AL,,DH
bryankr01,Hank Aaron Award,2016,NL,,3B
zobribe01,World Series MVP,2016,ML,,
millean01,ALCS MVP,2016,AL,,
baezja01,NLCS MVP,2016,NL,Y,Co-MVP
lestejo01,NLCS MVP,2016,NL,Y,Co-MVP
porceri01,Comeback Player of the Year,2016,AL,,
rendoan01,Comeback Player of the Year,2016,NL,,
ortizda01,Outstanding DH Award,2016,AL,,
brittza01,Reliever of the Year Award,2016,AL,,
janseke01,Reliever of the Year Award,2016,NL,,
altuvjo01,TSN Major League Player of the Year,2016,ML,,
brittza01,TSN Reliever of the Year,2016,AL,,
klubeco01,TSN Pitcher of the Year,2016,AL,,
janseke01,TSN Reliever of the Year,2016,NL,,
scherma01,TSN Pitcher of the Year,2016,NL,,
